id,name,iso2,iso3,flag_url,location,description,primary_category,primary_category_colour,primary_category_icon,primary_value,secondary_category,secondary_category_colour,secondary_category_icon,secondary_value,colour1,colour2,colour3,colour4,colour5,colour1_url,colour2_url,colour3_url,colour4_url,colour5_url,symbol1,symbol2,symbol3,symbol1_url,symbol2_url,symbol3_url,pattern1,pattern1_url,points
saint-vincent-and-the-grenadines,Saint Vincent and the Grenadines,VC,VCT,https://clintongreen.github.io/vexx-assets/flags/vc.png,North America • Caribbean,The three green diamonds form a 'V' representing Saint Vincent.,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,English,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Island,green,yellow,navy,,,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,5
samoa,Samoa,WS,WSM,https://clintongreen.github.io/vexx-assets/flags/ws.png,Oceania • Polynesia,The Southern Cross reflects the nation's location in the South Pacific.,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"2,842 km²",Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,"218,019",red,navy,white,,,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,5
san-marino,San Marino,SM,SMR,https://clintongreen.github.io/vexx-assets/flags/sm.png,Europe • Southern Europe,The Three Towers represent the republic's independence and historic fortresses.,Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,"33,977",Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,black,green,white,yellow,red,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/red.png,coat-of-arms,,,https://clintongreen.github.io/vexx-assets/symbols/coat-of-arms.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,8
sao-tome-and-principe,São Tomé and Príncipe,ST,STP,https://clintongreen.github.io/vexx-assets/flags/st.png,Africa • Middle Africa,The two black stars represent the nation's two main islands.,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,964 km²,green,yellow,red,black,,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,6
saudi-arabia,Saudi Arabia,SA,SAU,https://clintongreen.github.io/vexx-assets/flags/sa.png,Asia • Western Asia,The Islamic declaration of faith appears above a sword representing justice.,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Coastal,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,Arabic,white,green,,,,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,4
senegal,Senegal,SN,SEN,https://clintongreen.github.io/vexx-assets/flags/sn.png,Africa • Western Africa,The green star symbolizes hope and African unity.,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,French,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Coastal,green,yellow,red,,,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,star,,,https://clintongreen.github.io/vexx-assets/symbols/star.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,6
serbia,Serbia,RS,SRB,https://clintongreen.github.io/vexx-assets/flags/rs.png,Europe • Southeast Europe,The double-headed eagle reflects the nation's royal and Byzantine heritage.,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"88,361 km²",Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,6.6 million,black,white,yellow,navy,red,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/red.png,coat-of-arms,,,https://clintongreen.github.io/vexx-assets/symbols/coat-of-arms.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,horizontal-triband,https://clintongreen.github.io/vexx-assets/patterns/horizontal-triband.png,9
seychelles,Seychelles,SC,SYC,https://clintongreen.github.io/vexx-assets/flags/sc.png,Africa • Eastern Africa,The radiating bands symbolize a dynamic nation moving toward the future.,Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,"121,354",Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,white,red,yellow,navy,green,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/green.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,7
sierra-leone,Sierra Leone,SL,SLE,https://clintongreen.github.io/vexx-assets/flags/sl.png,Africa • Western Africa,"The green, white and blue stripes represent agriculture, unity and the Atlantic Ocean.",Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"71,740 km²",navy,white,green,,,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,horizontal-triband,https://clintongreen.github.io/vexx-assets/patterns/horizontal-triband.png,6
singapore,Singapore,SG,SGP,https://clintongreen.github.io/vexx-assets/flags/sg.png,Asia • South-Eastern Asia,The crescent represents a young nation while the five stars symbolize its national ideals.,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Island,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,English,white,red,,,,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,crescent,star,,https://clintongreen.github.io/vexx-assets/symbols/crescent.png,https://clintongreen.github.io/vexx-assets/symbols/star.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,6
slovakia,Slovakia,SK,SVK,https://clintongreen.github.io/vexx-assets/flags/sk.png,Europe • Central Europe,The double cross on three hills reflects the nation's Christian heritage.,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,Slovak,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Landlocked,white,red,navy,,,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,coat-of-arms,,,https://clintongreen.github.io/vexx-assets/symbols/coat-of-arms.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,horizontal-triband,https://clintongreen.github.io/vexx-assets/patterns/horizontal-triband.png,7
slovenia,Slovenia,SI,SVN,https://clintongreen.github.io/vexx-assets/flags/si.png,Europe • Central Europe,The coat of arms features Mount Triglav above waves and three golden stars.,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"20,273 km²",Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,2.1 million,navy,white,red,yellow,,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,coat-of-arms,,,https://clintongreen.github.io/vexx-assets/symbols/coat-of-arms.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,7
solomon-islands,Solomon Islands,SB,SLB,https://clintongreen.github.io/vexx-assets/flags/sb.png,Oceania • Melanesia,The five stars represent the nation's main island groups.,Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,"819,198",Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,navy,green,yellow,white,,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,6
somalia,Somalia,SO,SOM,https://clintongreen.github.io/vexx-assets/flags/so.png,Africa • Eastern Africa,The white star symbolizes unity among Somali people.,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"637,657 km²",blue,white,,,,https://clintongreen.github.io/vexx-assets/colours/blue.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,star,,,https://clintongreen.github.io/vexx-assets/symbols/star.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,5
south-africa,South Africa,ZA,ZAF,https://clintongreen.github.io/vexx-assets/flags/za.png,Africa • Southern Africa,The Y-shaped design symbolizes unity of diverse paths.,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Coastal,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,Afrikaans,black,navy,red,yellow,green,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/green.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,chevron,https://clintongreen.github.io/vexx-assets/patterns/chevron.png,8
south-korea,South Korea,KR,KOR,https://clintongreen.github.io/vexx-assets/flags/kr.png,Asia • Eastern Asia,The red and blue taegeuk symbolizes balance while the four black trigrams represent harmony and the elements.,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,Korean,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Coastal,white,red,black,navy,,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,6
south-sudan,South Sudan,SS,SSD,https://clintongreen.github.io/vexx-assets/flags/ss.png,Africa • Middle Africa,The gold star symbolizes unity while the colours reflect the struggle for freedom.,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"619,745 km²",Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,11.9 million,green,white,black,red,navy,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,star,,,https://clintongreen.github.io/vexx-assets/symbols/star.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,8
spain,Spain,ES,ESP,https://clintongreen.github.io/vexx-assets/flags/es.png,Europe • Southern Europe,The national coat of arms represents the historic kingdoms that formed modern Spain.,Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,48.8 million,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Constitutional monarchy,black,yellow,white,red,green,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/green.png,coat-of-arms,,,https://clintongreen.github.io/vexx-assets/symbols/coat-of-arms.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,8
sri-lanka,Sri Lanka,LK,LKA,https://clintongreen.github.io/vexx-assets/flags/lk.png,Asia • Southern Asia,The golden lion symbolizes bravery while the bo leaves represent Buddhist virtues.,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"65,610 km²",black,yellow,orange,green,red,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/orange.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/red.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,7
state-of-palestine,State of Palestine,PS,PSE,https://clintongreen.github.io/vexx-assets/flags/ps.png,Asia • Western Asia,The Pan-Arab colours symbolize Arab unity and shared heritage.,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Coastal,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,Arabic,green,white,red,,,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,chevron,https://clintongreen.github.io/vexx-assets/patterns/chevron.png,6
sudan,Sudan,SD,SDN,https://clintongreen.github.io/vexx-assets/flags/sd.png,Africa • Northern Africa,The Pan-Arab colours reflect Arab unity and the nation's heritage.,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,Arabic,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Coastal,black,white,red,green,,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,6
suriname,Suriname,SR,SUR,https://clintongreen.github.io/vexx-assets/flags/sr.png,South America • South America,The gold star represents unity and a bright future.,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"163,820 km²",Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,"634,431",green,white,red,yellow,,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,star,,,https://clintongreen.github.io/vexx-assets/symbols/star.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,7
sweden,Sweden,SE,SWE,https://clintongreen.github.io/vexx-assets/flags/se.png,Europe • Northern Europe,The Nordic cross reflects Christianity and Scandinavian heritage.,Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,10.6 million,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Constitutional monarchy,navy,yellow,,,,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,cross,,,https://clintongreen.github.io/vexx-assets/symbols/cross.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,cross,https://clintongreen.github.io/vexx-assets/patterns/cross.png,6
switzerland,Switzerland,CH,CHE,https://clintongreen.github.io/vexx-assets/flags/ch.png,Europe • Western Europe,The white cross on red is one of the world's oldest national flag designs.,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"41,284 km²",red,white,,,,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,cross,,,https://clintongreen.github.io/vexx-assets/symbols/cross.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,cross,https://clintongreen.github.io/vexx-assets/patterns/cross.png,6
syria,Syria,SY,SYR,https://clintongreen.github.io/vexx-assets/flags/sy.png,Asia • Western Asia,The two green stars represent unity within the Arab world.,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Coastal,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,Arabic,white,green,red,,,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,star,,,https://clintongreen.github.io/vexx-assets/symbols/star.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,6
tajikistan,Tajikistan,TJ,TJK,https://clintongreen.github.io/vexx-assets/flags/tj.png,Asia • Central Asia,The crown symbolizes the nation's name while the stars represent progress.,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,Russian,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Landlocked,yellow,white,green,red,,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,star,,,https://clintongreen.github.io/vexx-assets/symbols/star.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,7
tanzania,Tanzania,TZ,TZA,https://clintongreen.github.io/vexx-assets/flags/tz.png,Africa • Eastern Africa,"The diagonal bands represent land, minerals and the Indian Ocean.",Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"945,087 km²",Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,68.6 million,blue,green,black,yellow,,https://clintongreen.github.io/vexx-assets/colours/blue.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,diagonal,https://clintongreen.github.io/vexx-assets/patterns/diagonal.png,7
thailand,Thailand,TH,THA,https://clintongreen.github.io/vexx-assets/flags/th.png,Asia • South-Eastern Asia,"The red, white and blue stripes represent nation, religion and monarchy.",Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,71.7 million,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Constitutional monarchy,white,navy,red,,,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,5
timor-leste,Timor-Leste,TL,TLS,https://clintongreen.github.io/vexx-assets/flags/tl.png,Asia • South-Eastern Asia,The black triangle recalls past struggles while the star represents hope.,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"14,874 km²",red,yellow,black,white,,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,star,,,https://clintongreen.github.io/vexx-assets/symbols/star.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,7
togo,Togo,TG,TGO,https://clintongreen.github.io/vexx-assets/flags/tg.png,Africa • Western Africa,The lone white star symbolizes peace and national unity.,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Coastal,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,French,green,yellow,red,white,,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,6
tonga,Tonga,TO,TON,https://clintongreen.github.io/vexx-assets/flags/to.png,Oceania • Polynesia,The red cross reflects the nation's Christian faith.,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,English,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Archipelago,red,white,,,,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,cross,,,https://clintongreen.github.io/vexx-assets/symbols/cross.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,cross,https://clintongreen.github.io/vexx-assets/patterns/cross.png,6
trinidad-and-tobago,Trinidad and Tobago,TT,TTO,https://clintongreen.github.io/vexx-assets/flags/tt.png,North America • Caribbean,The diagonal black band symbolizes strength while red and white represent vitality and purity.,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"5,130 km²",Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,1.4 million,white,red,black,,,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,diagonal,https://clintongreen.github.io/vexx-assets/patterns/diagonal.png,6
